SVID,PRN,Azimuth,Elevation
179,B39,325.83,2.56
12,G12,192.82,85.94
29,G29,296.51,28.5
6,G06,44.97,14.95
24,G24,203.68,12.03
5,G05,156.96,40.85
20,G20,116.13,57.7
11,G11,36.29,54.88
25,G25,307.73,57.74
18,G18,232.63,3.39
28,G28,311.71,9.42
19,G19,86.18,5.29
94,E24,257.75,85.42
101,E31,143.45,37.54
103,E33,43.92,15.63
95,E25,317.0,32.37
84,E14,297.81,41.58
81,E11,241.57,50.36
82,E12,20.62,68.57
80,E10,279.49,76.55
106,E36,230.62,3.34
47,R10,204.16,60.31
42,R05,95.12,14.06
46,R09,171.82,20.99
41,R04,47.25,10.31
48,R11,314.58,46.13
58,R21,285.32,44.29
57,R20,14.04,45.47
59,R22,249.36,4.84
226,X226,316.07,60.72
230,X230,51.93,10.08
165,B25,318.68,12.77
159,B19,75.71,19.72
166,B26,194.76,39.39
174,B34,268.9,17.6
162,B22,130.26,19.81
175,B35,44.91,46.04
152,B12,284.22,43.8
164,B24,272.78,50.16
160,B20,33.96,0.82
179,B39,325.83,2.56
12,G12,192.82,85.94
29,G29,296.51,28.5
6,G06,44.97,14.95
24,G24,203.68,12.03
5,G05,156.96,40.85
20,G20,116.13,57.7
11,G11,36.29,54.88
25,G25,307.73,57.74
18,G18,232.63,3.39
28,G28,311.71,9.42
19,G19,86.18,5.29
94,E24,257.75,85.42
101,E31,143.45,37.54
103,E33,43.92,15.63
95,E25,317.0,32.37
84,E14,297.81,41.58
81,E11,241.57,50.36
82,E12,20.62,68.57
80,E10,279.49,76.55
106,E36,230.62,3.34
47,R10,204.16,60.31
42,R05,95.12,14.06
46,R09,171.82,20.99
41,R04,47.25,10.31
48,R11,314.58,46.13
58,R21,285.32,44.29
57,R20,14.04,45.47
59,R22,249.36,4.84
226,X226,316.07,60.72
230,X230,51.93,10.08
165,B25,318.68,12.77
159,B19,75.71,19.72
166,B26,194.76,39.39
174,B34,268.9,17.6
162,B22,130.26,19.81
175,B35,44.91,46.04
152,B12,284.22,43.8
164,B24,272.78,50.16
160,B20,33.96,0.82
179,B39,325.83,2.56
12,G12,192.82,85.94
29,G29,296.51,28.5
6,G06,44.97,14.95
24,G24,203.68,12.03
5,G05,156.96,40.85
20,G20,116.13,57.7
11,G11,36.29,54.88
25,G25,307.73,57.74
18,G18,232.63,3.39
28,G28,311.71,9.42
19,G19,86.18,5.29
94,E24,257.75,85.42
101,E31,143.45,37.54
103,E33,43.92,15.63
95,E25,317.0,32.37
84,E14,297.81,41.58
81,E11,241.57,50.36
82,E12,20.62,68.57
80,E10,279.49,76.55
106,E36,230.62,3.34
47,R10,204.16,60.31
42,R05,95.12,14.06
46,R09,171.82,20.99
41,R04,47.25,10.31
48,R11,314.58,46.13
58,R21,285.32,44.29
57,R20,14.04,45.47
59,R22,249.36,4.84
226,X226,316.07,60.72
230,X230,51.93,10.08
165,B25,318.68,12.77
159,B19,75.71,19.72
166,B26,194.76,39.39
174,B34,268.9,17.6
162,B22,130.26,19.81
175,B35,44.91,46.04
152,B12,284.22,43.8
164,B24,272.78,50.16
160,B20,33.96,0.82
179,B39,325.83,2.56
12,G12,192.64,85.91
29,G29,296.53,28.52
6,G06,44.98,14.93
24,G24,203.66,12.02
5,G05,156.95,40.87
20,G20,116.09,57.71
11,G11,36.29,54.86
25,G25,307.7,57.76
18,G18,232.64,3.41
28,G28,311.69,9.43
19,G19,86.2,5.28
94,E24,257.49,85.42
101,E31,143.47,37.52
103,E33,43.92,15.61
95,E25,317.0,32.39
84,E14,297.83,41.59
81,E11,241.6,50.37
82,E12,20.63,68.55
80,E10,279.58,76.56
106,E36,230.63,3.35
47,R10,204.14,60.29
42,R05,95.1,14.08
46,R09,171.83,20.97
41,R04,47.22,10.31
48,R11,314.55,46.15
58,R21,285.36,44.3
57,R20,14.07,45.45
59,R22,249.38,4.85
226,X226,316.11,60.72
230,X230,51.91,10.08
165,B25,318.67,12.78
159,B19,75.69,19.72
166,B26,194.75,39.37
174,B34,268.91,17.61
162,B22,130.25,19.83
175,B35,44.93,46.03
152,B12,284.24,43.81
164,B24,272.74,50.16
160,B20,33.95,0.81
179,B39,325.82,2.56
12,G12,192.64,85.91
29,G29,296.53,28.52
6,G06,44.98,14.93
24,G24,203.66,12.02
5,G05,156.95,40.87
20,G20,116.09,57.71
11,G11,36.29,54.86
25,G25,307.7,57.76
18,G18,232.64,3.41
28,G28,311.69,9.43
19,G19,86.2,5.28
94,E24,257.49,85.42
101,E31,143.47,37.52
103,E33,43.92,15.61
95,E25,317.0,32.39
84,E14,297.83,41.59
81,E11,241.6,50.37
82,E12,20.63,68.55
80,E10,279.58,76.56
106,E36,230.63,3.35
47,R10,204.14,60.29
42,R05,95.1,14.08
46,R09,171.83,20.97
41,R04,47.22,10.31
48,R11,314.55,46.15
58,R21,285.36,44.3
57,R20,14.07,45.45
59,R22,249.38,4.85
226,X226,316.11,60.72
230,X230,51.91,10.08
165,B25,318.67,12.78
159,B19,75.69,19.72
166,B26,194.75,39.37
174,B34,268.91,17.61
162,B22,130.25,19.83
175,B35,44.93,46.03
152,B12,284.24,43.81
164,B24,272.74,50.16
160,B20,33.95,0.81
179,B39,325.82,2.56
12,G12,192.64,85.91
29,G29,296.53,28.52
6,G06,44.98,14.93
24,G24,203.66,12.02
5,G05,156.95,40.87
20,G20,116.09,57.71
11,G11,36.29,54.86
25,G25,307.7,57.76
18,G18,232.64,3.41
28,G28,311.69,9.43
19,G19,86.2,5.28
94,E24,257.49,85.42
101,E31,143.47,37.52
103,E33,43.92,15.61
95,E25,317.0,32.39
84,E14,297.83,41.59
81,E11,241.6,50.37
82,E12,20.63,68.55
80,E10,279.58,76.56
106,E36,230.63,3.35
47,R10,204.14,60.29
42,R05,95.1,14.08
46,R09,171.83,20.97
41,R04,47.22,10.31
48,R11,314.55,46.15
58,R21,285.36,44.3
57,R20,14.07,45.45
59,R22,249.38,4.85
226,X226,316.11,60.72
230,X230,51.91,10.08
165,B25,318.67,12.78
159,B19,75.69,19.72
166,B26,194.75,39.37
174,B34,268.91,17.61
162,B22,130.25,19.83
175,B35,44.93,46.03
152,B12,284.24,43.81
164,B24,272.74,50.16
160,B20,33.95,0.81
179,B39,325.82,2.56
12,G12,192.46,85.89
29,G29,296.54,28.53
6,G06,44.99,14.92
24,G24,203.65,12.0
5,G05,156.93,40.89
20,G20,116.05,57.72
11,G11,36.3,54.84
25,G25,307.68,57.78
18,G18,232.66,3.42
28,G28,311.67,9.43
19,G19,86.22,5.26
94,E24,257.23,85.42
101,E31,143.48,37.5
103,E33,43.93,15.6
95,E25,317.0,32.4
84,E14,297.84,41.61
81,E11,241.62,50.38
82,E12,20.64,68.53
80,E10,279.67,76.56
106,E36,230.64,3.36
47,R10,204.12,60.26
42,R05,95.08,14.09
46,R09,171.83,20.94
41,R04,47.2,10.31
48,R11,314.53,46.17
58,R21,285.39,44.31
57,R20,14.1,45.43
59,R22,249.41,4.87
226,X226,316.16,60.73
230,X230,51.9,10.07
165,B25,318.65,12.8
159,B19,75.66,19.72
166,B26,194.74,39.35
174,B34,268.93,17.62
162,B22,130.23,19.84
175,B35,44.95,46.02
152,B12,284.27,43.82
164,B24,272.71,50.16
160,B20,33.93,0.81
179,B39,325.81,2.56
12,G12,192.46,85.89
29,G29,296.54,28.53
6,G06,44.99,14.92
24,G24,203.65,12.0
5,G05,156.93,40.89
20,G20,116.05,57.72
11,G11,36.3,54.84
25,G25,307.68,57.78
18,G18,232.66,3.42
28,G28,311.67,9.43
19,G19,86.22,5.26
94,E24,257.23,85.42
101,E31,143.48,37.5
103,E33,43.93,15.6
95,E25,317.0,32.4
84,E14,297.84,41.61
81,E11,241.62,50.38
82,E12,20.64,68.53
80,E10,279.67,76.56
106,E36,230.64,3.36
47,R10,204.12,60.26
42,R05,95.08,14.09
46,R09,171.83,20.94
41,R04,47.2,10.31
48,R11,314.53,46.17
58,R21,285.39,44.31
57,R20,14.1,45.43
59,R22,249.41,4.87
226,X226,316.16,60.73
230,X230,51.9,10.07
165,B25,318.65,12.8
159,B19,75.66,19.72
166,B26,194.74,39.35
174,B34,268.93,17.62
162,B22,130.23,19.84
175,B35,44.95,46.02
152,B12,284.27,43.82
164,B24,272.71,50.16
160,B20,33.93,0.81
179,B39,325.81,2.56
12,G12,192.46,85.89
29,G29,296.54,28.53
6,G06,44.99,14.92
24,G24,203.65,12.0
5,G05,156.93,40.89
20,G20,116.05,57.72
11,G11,36.3,54.84
25,G25,307.68,57.78
18,G18,232.66,3.42
28,G28,311.67,9.43
19,G19,86.22,5.26
94,E24,257.23,85.42
101,E31,143.48,37.5
103,E33,43.93,15.6
95,E25,317.0,32.4
84,E14,297.84,41.61
81,E11,241.62,50.38
82,E12,20.64,68.53
80,E10,279.67,76.56
106,E36,230.64,3.36
47,R10,204.12,60.26
42,R05,95.08,14.09
46,R09,171.83,20.94
41,R04,47.2,10.31
48,R11,314.53,46.17
58,R21,285.39,44.31
57,R20,14.1,45.43
59,R22,249.41,4.87
226,X226,316.16,60.73
230,X230,51.9,10.07
165,B25,318.65,12.8
159,B19,75.66,19.72
166,B26,194.74,39.35
174,B34,268.93,17.62
162,B22,130.23,19.84
175,B35,44.95,46.02
152,B12,284.27,43.82
164,B24,272.71,50.16
160,B20,33.93,0.81
179,B39,325.81,2.56
12,G12,192.28,85.87
29,G29,296.56,28.55
6,G06,45.0,14.9
24,G24,203.64,11.99
5,G05,156.92,40.92
20,G20,116.0,57.74
11,G11,36.3,54.82
25,G25,307.66,57.8
18,G18,232.67,3.44
28,G28,311.65,9.44
19,G19,86.24,5.25
94,E24,256.97,85.42
101,E31,143.5,37.49
103,E33,43.94,15.58
95,E25,316.99,32.42
84,E14,297.86,41.62
81,E11,241.65,50.4
82,E12,20.65,68.51
80,E10,279.76,76.56
106,E36,230.65,3.38
47,R10,204.1,60.23
42,R05,95.05,14.11
46,R09,171.83,20.91
41,R04,47.17,10.31
48,R11,314.5,46.19
58,R21,285.43,44.31
57,R20,14.13,45.42
59,R22,249.43,4.88
226,X226,316.2,60.73
230,X230,51.88,10.07
165,B25,318.64,12.81
159,B19,75.64,19.73
166,B26,194.73,39.33
174,B34,268.95,17.63
162,B22,130.22,19.86
175,B35,44.97,46.0
152,B12,284.3,43.83
164,B24,272.68,50.16
160,B20,33.92,0.8
179,B39,325.81,2.56
12,G12,192.28,85.87
29,G29,296.56,28.55
6,G06,45.0,14.9
24,G24,203.64,11.99
5,G05,156.92,40.92
20,G20,116.0,57.74
11,G11,36.3,54.82
25,G25,307.66,57.8
18,G18,232.67,3.44
28,G28,311.65,9.44
19,G19,86.24,5.25
94,E24,256.97,85.42
101,E31,143.5,37.49
103,E33,43.94,15.58
95,E25,316.99,32.42
84,E14,297.86,41.62
81,E11,241.65,50.4
82,E12,20.65,68.51
80,E10,279.76,76.56
106,E36,230.65,3.38
47,R10,204.1,60.23
42,R05,95.05,14.11
46,R09,171.83,20.91
41,R04,47.17,10.31
48,R11,314.5,46.19
58,R21,285.43,44.31
57,R20,14.13,45.42
59,R22,249.43,4.88
226,X226,316.2,60.73
230,X230,51.88,10.07
165,B25,318.64,12.81
159,B19,75.64,19.73
166,B26,194.73,39.33
174,B34,268.95,17.63
162,B22,130.22,19.86
175,B35,44.97,46.0
152,B12,284.3,43.83
164,B24,272.68,50.16
160,B20,33.92,0.8
179,B39,325.81,2.56
12,G12,192.28,85.87
29,G29,296.56,28.55
6,G06,45.0,14.9
24,G24,203.64,11.99
5,G05,156.92,40.92
20,G20,116.0,57.74
11,G11,36.3,54.82
25,G25,307.66,57.8
18,G18,232.67,3.44
28,G28,311.65,9.44
19,G19,86.24,5.25
94,E24,256.97,85.42
101,E31,143.5,37.49
103,E33,43.94,15.58
95,E25,316.99,32.42
84,E14,297.86,41.62
81,E11,241.65,50.4
82,E12,20.65,68.51
80,E10,279.76,76.56
106,E36,230.65,3.38
47,R10,204.1,60.23
42,R05,95.05,14.11
46,R09,171.83,20.91
41,R04,47.17,10.31
48,R11,314.5,46.19
58,R21,285.43,44.31
57,R20,14.13,45.42
59,R22,249.43,4.88
226,X226,316.2,60.73
230,X230,51.88,10.07
165,B25,318.64,12.81
159,B19,75.64,19.73
166,B26,194.73,39.33
174,B34,268.95,17.63
162,B22,130.22,19.86
175,B35,44.97,46.0
152,B12,284.3,43.83
164,B24,272.68,50.16
160,B20,33.92,0.8
179,B39,325.81,2.56
12,G12,192.11,85.84
29,G29,296.58,28.56
6,G06,45.0,14.88
24,G24,203.63,11.97
5,G05,156.91,40.94
20,G20,115.96,57.75
11,G11,36.31,54.79
25,G25,307.64,57.83
18,G18,232.68,3.46
28,G28,311.63,9.45
19,G19,86.25,5.24
94,E24,256.72,85.42
101,E31,143.51,37.47
103,E33,43.94,15.57
95,E25,316.99,32.43
84,E14,297.88,41.63
81,E11,241.67,50.41
82,E12,20.66,68.49
80,E10,279.85,76.57
106,E36,230.67,3.39
47,R10,204.08,60.2
42,R05,95.03,14.12
46,R09,171.83,20.89
41,R04,47.15,10.31
48,R11,314.47,46.21
58,R21,285.47,44.32
57,R20,14.16,45.4
59,R22,249.45,4.89
226,X226,316.24,60.74
230,X230,51.86,10.07
165,B25,318.63,12.82
159,B19,75.62,19.73
166,B26,194.72,39.3
174,B34,268.97,17.64
162,B22,130.2,19.87
175,B35,44.99,45.99
152,B12,284.32,43.84
164,B24,272.64,50.15
160,B20,33.9,0.79
179,B39,325.8,2.56
12,G12,192.11,85.84
29,G29,296.58,28.56
6,G06,45.0,14.88
24,G24,203.63,11.97
5,G05,156.91,40.94
20,G20,115.96,57.75
11,G11,36.31,54.79
25,G25,307.64,57.83
18,G18,232.68,3.46
28,G28,311.63,9.45
19,G19,86.25,5.24
94,E24,256.72,85.42
101,E31,143.51,37.47
103,E33,43.94,15.57
95,E25,316.99,32.43
84,E14,297.88,41.63
81,E11,241.67,50.41
82,E12,20.66,68.49
80,E10,279.85,76.57
106,E36,230.67,3.39
47,R10,204.08,60.2
42,R05,95.03,14.12
46,R09,171.83,20.89
41,R04,47.15,10.31
48,R11,314.47,46.21
58,R21,285.47,44.32
57,R20,14.16,45.4
59,R22,249.45,4.89
226,X226,316.24,60.74
230,X230,51.86,10.07
165,B25,318.63,12.82
159,B19,75.62,19.73
166,B26,194.72,39.3
174,B34,268.97,17.64
162,B22,130.2,19.87
175,B35,44.99,45.99
152,B12,284.32,43.84
164,B24,272.64,50.15
160,B20,33.9,0.79
179,B39,325.8,2.56
12,G12,192.11,85.84
29,G29,296.58,28.56
6,G06,45.0,14.88
24,G24,203.63,11.97
5,G05,156.91,40.94
20,G20,115.96,57.75
11,G11,36.31,54.79
25,G25,307.64,57.83
18,G18,232.68,3.46
28,G28,311.63,9.45
19,G19,86.25,5.24
94,E24,256.72,85.42
101,E31,143.51,37.47
103,E33,43.94,15.57
95,E25,316.99,32.43
84,E14,297.88,41.63
81,E11,241.67,50.41
82,E12,20.66,68.49
80,E10,279.85,76.57
106,E36,230.67,3.39
47,R10,204.08,60.2
42,R05,95.03,14.12
46,R09,171.83,20.89
41,R04,47.15,10.31
48,R11,314.47,46.21
58,R21,285.47,44.32
57,R20,14.16,45.4
59,R22,249.45,4.89
226,X226,316.24,60.74
230,X230,51.86,10.07
165,B25,318.63,12.82
159,B19,75.62,19.73
166,B26,194.72,39.3
174,B34,268.97,17.64
162,B22,130.2,19.87
175,B35,44.99,45.99
152,B12,284.32,43.84
164,B24,272.64,50.15
160,B20,33.9,0.79
179,B39,325.8,2.56
12,G12,191.94,85.82
29,G29,296.6,28.57
6,G06,45.01,14.86
24,G24,203.61,11.96
5,G05,156.89,40.96
20,G20,115.92,57.76
11,G11,36.31,54.77
25,G25,307.61,57.85
18,G18,232.69,3.47
28,G28,311.61,9.45
19,G19,86.27,5.23
94,E24,256.46,85.42
101,E31,143.52,37.45
103,E33,43.95,15.55
95,E25,316.99,32.45
84,E14,297.9,41.65
81,E11,241.7,50.42
82,E12,20.67,68.47
80,E10,279.94,76.57
106,E36,230.68,3.4
47,R10,204.06,60.17
42,R05,95.01,14.13
46,R09,171.83,20.86
41,R04,47.12,10.31
48,R11,314.44,46.23
58,R21,285.51,44.33
57,R20,14.18,45.38
59,R22,249.47,4.91
226,X226,316.28,60.74
230,X230,51.84,10.07
165,B25,318.62,12.84
159,B19,75.6,19.74
166,B26,194.72,39.28
174,B34,268.98,17.65
162,B22,130.19,19.89
175,B35,45.02,45.98
152,B12,284.35,43.85
164,B24,272.61,50.15
160,B20,33.89,0.79
179,B39,325.8,2.56
12,G12,191.94,85.82
29,G29,296.6,28.57
6,G06,45.01,14.86
24,G24,203.61,11.96
5,G05,156.89,40.96
20,G20,115.92,57.76
11,G11,36.31,54.77
25,G25,307.61,57.85
18,G18,232.69,3.47
28,G28,311.61,9.45
19,G19,86.27,5.23
94,E24,256.46,85.42
101,E31,143.52,37.45
103,E33,43.95,15.55
95,E25,316.99,32.45
84,E14,297.9,41.65
81,E11,241.7,50.42
82,E12,20.67,68.47
80,E10,279.94,76.57
106,E36,230.68,3.4
47,R10,204.06,60.17
42,R05,95.01,14.13
46,R09,171.83,20.86
41,R04,47.12,10.31
48,R11,314.44,46.23
58,R21,285.51,44.33
57,R20,14.18,45.38
59,R22,249.47,4.91
226,X226,316.28,60.74
230,X230,51.84,10.07
165,B25,318.62,12.84
159,B19,75.6,19.74
166,B26,194.72,39.28
174,B34,268.98,17.65
162,B22,130.19,19.89
175,B35,45.02,45.98
152,B12,284.35,43.85
164,B24,272.61,50.15
160,B20,33.89,0.79
179,B39,325.8,2.56
12,G12,191.94,85.82
29,G29,296.6,28.57
6,G06,45.01,14.86
24,G24,203.61,11.96
5,G05,156.89,40.96
20,G20,115.92,57.76
11,G11,36.31,54.77
25,G25,307.61,57.85
18,G18,232.69,3.47
28,G28,311.61,9.45
19,G19,86.27,5.23
94,E24,256.46,85.42
101,E31,143.52,37.45
103,E33,43.95,15.55
95,E25,316.99,32.45
84,E14,297.9,41.65
81,E11,241.7,50.42
82,E12,20.67,68.47
80,E10,279.94,76.57
106,E36,230.68,3.4
47,R10,204.06,60.17
42,R05,95.01,14.13
46,R09,171.83,20.86
41,R04,47.12,10.31
48,R11,314.44,46.23
58,R21,285.51,44.33
57,R20,14.18,45.38
59,R22,249.47,4.91
226,X226,316.28,60.74
230,X230,51.84,10.07
165,B25,318.62,12.84
159,B19,75.6,19.74
166,B26,194.72,39.28
174,B34,268.98,17.65
162,B22,130.19,19.89
175,B35,45.02,45.98
152,B12,284.35,43.85
164,B24,272.61,50.15
160,B20,33.89,0.79
179,B39,325.8,2.56
12,G12,191.76,85.8
29,G29,296.62,28.59
6,G06,45.02,14.84
24,G24,203.6,11.94
5,G05,156.88,40.98
20,G20,115.88,57.77
11,G11,36.31,54.75
25,G25,307.59,57.87
18,G18,232.71,3.49
28,G28,311.59,9.46
19,G19,86.29,5.21
94,E24,256.2,85.42
101,E31,143.54,37.43
103,E33,43.96,15.54
95,E25,316.99,32.47
84,E14,297.92,41.66
81,E11,241.72,50.44
82,E12,20.68,68.45
80,E10,280.03,76.58
106,E36,230.69,3.42
47,R10,204.04,60.14
42,R05,94.99,14.15
46,R09,171.84,20.84
41,R04,47.1,10.31
48,R11,314.41,46.25
58,R21,285.55,44.34
57,R20,14.21,45.36
59,R22,249.49,4.92
226,X226,316.32,60.75
230,X230,51.82,10.06
165,B25,318.61,12.85
159,B19,75.58,19.74
166,B26,194.71,39.26
174,B34,269.0,17.67
162,B22,130.17,19.91
175,B35,45.04,45.96
152,B12,284.38,43.86
164,B24,272.57,50.15
160,B20,33.87,0.78
179,B39,325.79,2.56
12,G12,191.76,85.8
29,G29,296.62,28.59
6,G06,45.02,14.84
24,G24,203.6,11.94
5,G05,156.88,40.98
20,G20,115.88,57.77
11,G11,36.31,54.75
25,G25,307.59,57.87
18,G18,232.71,3.49
28,G28,311.59,9.46
19,G19,86.29,5.21
94,E24,256.2,85.42
101,E31,143.54,37.43
103,E33,43.96,15.54
95,E25,316.99,32.47
84,E14,297.92,41.66
81,E11,241.72,50.44
82,E12,20.68,68.45
80,E10,280.03,76.58
106,E36,230.69,3.42
47,R10,204.04,60.14
42,R05,94.99,14.15
46,R09,171.84,20.84
41,R04,47.1,10.31
48,R11,314.41,46.25
58,R21,285.55,44.34
57,R20,14.21,45.36
59,R22,249.49,4.92
226,X226,316.32,60.75
230,X230,51.82,10.06
165,B25,318.61,12.85
159,B19,75.58,19.74
166,B26,194.71,39.26
174,B34,269.0,17.67
162,B22,130.17,19.91
175,B35,45.04,45.96
152,B12,284.38,43.86
164,B24,272.57,50.15
160,B20,33.87,0.78
179,B39,325.79,2.56
12,G12,191.76,85.8
29,G29,296.62,28.59
6,G06,45.02,14.84
24,G24,203.6,11.94
5,G05,156.88,40.98
20,G20,115.88,57.77
11,G11,36.31,54.75
25,G25,307.59,57.87
18,G18,232.71,3.49
28,G28,311.59,9.46
19,G19,86.29,5.21
94,E24,256.2,85.42
101,E31,143.54,37.43
103,E33,43.96,15.54
95,E25,316.99,32.47
84,E14,297.92,41.66
81,E11,241.72,50.44
82,E12,20.68,68.45
80,E10,280.03,76.58
106,E36,230.69,3.42
47,R10,204.04,60.14
42,R05,94.99,14.15
46,R09,171.84,20.84
41,R04,47.1,10.31
48,R11,314.41,46.25
58,R21,285.55,44.34
57,R20,14.21,45.36
59,R22,249.49,4.92
226,X226,316.32,60.75
230,X230,51.82,10.06
165,B25,318.61,12.85
159,B19,75.58,19.74
166,B26,194.71,39.26
174,B34,269.0,17.67
162,B22,130.17,19.91
175,B35,45.04,45.96
152,B12,284.38,43.86
164,B24,272.57,50.15
160,B20,33.87,0.78
179,B39,325.79,2.56
12,G12,191.59,85.78
29,G29,296.64,28.6
6,G06,45.03,14.83
24,G24,203.59,11.93
5,G05,156.87,41.01
20,G20,115.83,57.78
11,G11,36.32,54.73
25,G25,307.57,57.89
18,G18,232.72,3.5
28,G28,311.57,9.46
19,G19,86.31,5.2
94,E24,255.94,85.42
101,E31,143.55,37.42
103,E33,43.96,15.52
95,E25,316.98,32.48
84,E14,297.94,41.67
81,E11,241.75,50.45
82,E12,20.69,68.43
80,E10,280.11,76.58
106,E36,230.7,3.43
47,R10,204.02,60.11
42,R05,94.96,14.16
46,R09,171.84,20.81
41,R04,47.07,10.31
48,R11,314.39,46.26
58,R21,285.58,44.35
57,R20,14.24,45.35
59,R22,249.51,4.94
226,X226,316.36,60.75
230,X230,51.8,10.06
165,B25,318.6,12.86
159,B19,75.56,19.75
166,B26,194.7,39.24
174,B34,269.02,17.68
162,B22,130.15,19.92
175,B35,45.06,45.95
152,B12,284.4,43.87
164,B24,272.54,50.15
160,B20,33.85,0.77
179,B39,325.78,2.56
12,G12,191.59,85.78
29,G29,296.64,28.6
6,G06,45.03,14.83
24,G24,203.59,11.93
5,G05,156.87,41.01
20,G20,115.83,57.78
11,G11,36.32,54.73
25,G25,307.57,57.89
18,G18,232.72,3.5
28,G28,311.57,9.46
19,G19,86.31,5.2
94,E24,255.94,85.42
101,E31,143.55,37.42
103,E33,43.96,15.52
95,E25,316.98,32.48
84,E14,297.94,41.67
81,E11,241.75,50.45
82,E12,20.69,68.43
80,E10,280.11,76.58
106,E36,230.7,3.43
47,R10,204.02,60.11
42,R05,94.96,14.16
46,R09,171.84,20.81
41,R04,47.07,10.31
48,R11,314.39,46.26
58,R21,285.58,44.35
57,R20,14.24,45.35
59,R22,249.51,4.94
226,X226,316.36,60.75
230,X230,51.8,10.06
165,B25,318.6,12.86
159,B19,75.56,19.75
166,B26,194.7,39.24
174,B34,269.02,17.68
162,B22,130.15,19.92
175,B35,45.06,45.95
152,B12,284.4,43.87
164,B24,272.54,50.15
160,B20,33.85,0.77
179,B39,325.78,2.56
12,G12,191.59,85.78
29,G29,296.64,28.6
6,G06,45.03,14.83
24,G24,203.59,11.93
5,G05,156.87,41.01
20,G20,115.83,57.78
11,G11,36.32,54.73
25,G25,307.57,57.89
18,G18,232.72,3.5
28,G28,311.57,9.46
19,G19,86.31,5.2
94,E24,255.94,85.42
101,E31,143.55,37.42
103,E33,43.96,15.52
95,E25,316.98,32.48
84,E14,297.94,41.67
81,E11,241.75,50.45
82,E12,20.69,68.43
80,E10,280.11,76.58
106,E36,230.7,3.43
47,R10,204.02,60.11
42,R05,94.96,14.16
46,R09,171.84,20.81
41,R04,47.07,10.31
48,R11,314.39,46.26
58,R21,285.58,44.35
57,R20,14.24,45.35
59,R22,249.51,4.94
226,X226,316.36,60.75
230,X230,51.8,10.06
165,B25,318.6,12.86
159,B19,75.56,19.75
166,B26,194.7,39.24
174,B34,269.02,17.68
162,B22,130.15,19.92
175,B35,45.06,45.95
152,B12,284.4,43.87
164,B24,272.54,50.15
160,B20,33.85,0.77
179,B39,325.78,2.56
12,G12,191.43,85.75
29,G29,296.66,28.62
6,G06,45.03,14.81
24,G24,203.57,11.91
5,G05,156.85,41.03
20,G20,115.79,57.79
11,G11,36.32,54.71
25,G25,307.55,57.91
18,G18,232.73,3.52
28,G28,311.55,9.47
19,G19,86.32,5.19
94,E24,255.68,85.42
101,E31,143.56,37.4
103,E33,43.97,15.51
95,E25,316.98,32.5
84,E14,297.95,41.69
81,E11,241.78,50.46
82,E12,20.7,68.42
80,E10,280.2,76.58
106,E36,230.71,3.44
47,R10,204.0,60.08
42,R05,94.94,14.18
46,R09,171.84,20.78
41,R04,47.05,10.31
48,R11,314.36,46.28
58,R21,285.62,44.36
57,R20,14.27,45.33
59,R22,249.53,4.95
226,X226,316.41,60.75
230,X230,51.79,10.06
165,B25,318.59,12.88
159,B19,75.54,19.75
166,B26,194.69,39.22
174,B34,269.04,17.69
162,B22,130.14,19.94
175,B35,45.08,45.94
152,B12,284.43,43.88
164,B24,272.5,50.15
160,B20,33.84,0.77
179,B39,325.78,2.56
12,G12,191.43,85.75
29,G29,296.66,28.62
6,G06,45.03,14.81
24,G24,203.57,11.91
5,G05,156.85,41.03
20,G20,115.79,57.79
11,G11,36.32,54.71
25,G25,307.55,57.91
18,G18,232.73,3.52
28,G28,311.55,9.47
19,G19,86.32,5.19
94,E24,255.68,85.42
101,E31,143.56,37.4
103,E33,43.97,15.51
95,E25,316.98,32.5
84,E14,297.95,41.69
81,E11,241.78,50.46
82,E12,20.7,68.42
80,E10,280.2,76.58
106,E36,230.71,3.44
47,R10,204.0,60.08
42,R05,94.94,14.18
46,R09,171.84,20.78
41,R04,47.05,10.31
48,R11,314.36,46.28
58,R21,285.62,44.36
57,R20,14.27,45.33
59,R22,249.53,4.95
226,X226,316.41,60.75
230,X230,51.79,10.06
165,B25,318.59,12.88
159,B19,75.54,19.75
166,B26,194.69,39.22
174,B34,269.04,17.69
162,B22,130.14,19.94
175,B35,45.08,45.94
152,B12,284.43,43.88
164,B24,272.5,50.15
160,B20,33.84,0.77
179,B39,325.78,2.56
12,G12,191.43,85.75
29,G29,296.66,28.62
6,G06,45.03,14.81
24,G24,203.57,11.91
5,G05,156.85,41.03
20,G20,115.79,57.79
11,G11,36.32,54.71
25,G25,307.55,57.91
18,G18,232.73,3.52
28,G28,311.55,9.47
19,G19,86.32,5.19
94,E24,255.68,85.42
101,E31,143.56,37.4
103,E33,43.97,15.51
95,E25,316.98,32.5
84,E14,297.95,41.69
81,E11,241.78,50.46
82,E12,20.7,68.42
80,E10,280.2,76.58
106,E36,230.71,3.44
47,R10,204.0,60.08
42,R05,94.94,14.18
46,R09,171.84,20.78
41,R04,47.05,10.31
48,R11,314.36,46.28
58,R21,285.62,44.36
57,R20,14.27,45.33
59,R22,249.53,4.95
226,X226,316.41,60.75
230,X230,51.79,10.06
165,B25,318.59,12.88
159,B19,75.54,19.75
166,B26,194.69,39.22
174,B34,269.04,17.69
